# File: Ref_veg_carbon_Mg_per_ha.csv
# Title: Reference veg and soil C density for HYDE land cells
# Units: Mg/ha
# Author: moirai
# Description: ref veg soil and veg carbon density (Mg/ha) for hyde land cells in country X glu X land type
# Original source: soil c for sage pot veg; veg c for sage pot veg; reference veg; country raster; new glu raster; hyde land area
# Source: https://github.com/JGCRI/moirai
# Column types: ciicnnnnnn
# ----------
iso,glu_code,land_type,c_type,weighted_average,median_value,min_value,max_value,q1_value,q3_value
ago,183,1007,soil_c (0-30 cms),55,50,30,160,50,60
ago,183,1007,veg_c (above ground biomass),6,15,1,99,15,33
ago,183,1007,veg_c (below ground biomass),5,12,1,77,12,26
ago,188,101,soil_c (0-30 cms),57,50,30,120,40,60
ago,188,101,veg_c (above ground biomass),14,14,2,116,14,33
ago,188,101,veg_c (below ground biomass),8,9,1,71,9,20
ago,188,102,soil_c (0-30 cms),51,50,30,120,40,60
ago,188,102,veg_c (above ground biomass),23,15,2,122,15,35
ago,188,102,veg_c (below ground biomass),12,8,1,65,8,19
ago,188,201,soil_c (0-30 cms),56,40,20,240,40,60
ago,188,201,veg_c (above ground biomass),31,27,2,126,27,44
ago,188,201,veg_c (below ground biomass),14,12,1,56,12,20
ago,188,202,soil_c (0-30 cms),51,40,20,240,40,60
ago,188,202,veg_c (above ground biomass),28,27,2,124,27,43
ago,188,202,veg_c (below ground biomass),13,13,1,58,13,20
ago,188,203,soil_c (0-30 cms),42,40,20,240,40,60
ago,188,203,veg_c (above ground biomass),24,20,2,93,20,32
ago,188,203,veg_c (below ground biomass),23,19,2,89,19,31
ago,188,204,soil_c (0-30 cms),45,40,20,240,40,60
ago,188,204,veg_c (above ground biomass),24,20,2,91,20,32
ago,188,204,veg_c (below ground biomass),24,20,2,91,20,32
ago,188,205,soil_c (0-30 cms),42,40,20,240,40,60
ago,188,205,veg_c (above ground biomass),19,19,2,88,19,31
ago,188,205,veg_c (below ground biomass),20,20,2,94,20,33
ago,188,901,soil_c (0-30 cms),88,50,10,440,30,80
ago,188,901,veg_c (above ground biomass),9,11,1,107,11,24
ago,188,901,veg_c (below ground biomass),6,7,0,65,7,14
ago,188,902,soil_c (0-30 cms),54,50,10,440,30,80
ago,188,902,veg_c (above ground biomass),14,10,1,93,10,20
ago,188,902,veg_c (below ground biomass),12,8,1,79,8,17
ago,188,903,soil_c (0-30 cms),86,50,10,440,30,80
ago,188,903,veg_c (above ground biomass),7,9,1,85,9,19
ago,188,903,veg_c (below ground biomass),7,9,1,87,9,19
ago,188,904,soil_c (0-30 cms),58,50,10,440,30,80
ago,188,904,veg_c (above ground biomass),13,8,1,81,8,18
ago,188,904,veg_c (below ground biomass),14,10,1,91,10,20
ago,188,905,soil_c (0-30 cms),47,50,10,440,30,80
ago,188,905,veg_c (above ground biomass),12,8,1,78,8,17
ago,188,905,veg_c (below ground biomass),14,10,1,94,10,21
ago,188,906,soil_c (0-30 cms),101,50,10,440,30,80
ago,188,906,veg_c (above ground biomass),6,11,1,102,11,22
ago,188,906,veg_c (below ground biomass),4,7,1,70,7,15
ago,188,907,soil_c (0-30 cms),86,50,10,440,30,80
ago,188,907,veg_c (above ground biomass),12,9,1,90,9,20
ago,188,907,veg_c (below ground biomass),11,9,1,82,9,18
ago,188,1001,soil_c (0-30 cms),56,50,30,190,40,60
ago,188,1001,veg_c (above ground biomass),26,18,2,122,18,43
ago,188,1001,veg_c (below ground biomass),13,9,1,60,9,21
ago,188,1002,soil_c (0-30 cms),51,50,30,190,40,60
ago,188,1002,veg_c (above ground biomass),25,18,2,123,18,43
ago,188,1002,veg_c (below ground biomass),12,9,1,60,9,21
ago,188,1005,soil_c (0-30 cms),40,50,30,190,40,60
ago,188,1005,veg_c (above ground biomass),3,12,2,78,12,27
ago,188,1005,veg_c (below ground biomass),4,16,2,105,16,37
ago,188,1007,soil_c (0-30 cms),40,50,30,190,40,60
ago,188,1007,veg_c (above ground biomass),3,12,2,78,12,27
ago,188,1007,veg_c (below ground biomass),4,16,2,105,16,37
ago,197,101,soil_c (0-30 cms),43,40,30,130,40,50
ago,197,101,veg_c (above ground biomass),37,15,4,88,15,30
ago,197,101,veg_c (below ground biomass),15,6,2,36,6,12
ago,197,102,soil_c (0-30 cms),45,40,30,130,40,50
ago,197,102,veg_c (above ground biomass),16,12,3,71,12,24
ago,197,102,veg_c (below ground biomass),12,9,2,54,9,18
ago,197,201,soil_c (0-30 cms),48,40,10,150,30,50
ago,197,201,veg_c (above ground biomass),22,19,2,90,19,36
ago,197,201,veg_c (below ground biomass),14,12,1,54,12,22
ago,197,202,soil_c (0-30 cms),43,40,10,150,30,50
ago,197,202,veg_c (above ground biomass),22,19,2,90,19,36
ago,197,202,veg_c (below ground biomass),13,12,1,54,12,22
ago,197,901,soil_c (0-30 cms),27,20,10,150,20,40
ago,197,901,veg_c (above ground biomass),10,12,1,70,12,20
ago,197,901,veg_c (below ground biomass),9,11,1,66,11,19
ago,197,902,soil_c (0-30 cms),36,20,10,150,20,40
ago,197,902,veg_c (above ground biomass),14,12,1,69,12,20
ago,197,902,veg_c (below ground biomass),13,11,1,67,11,19
ago,197,903,soil_c (0-30 cms),26,20,10,150,20,40
ago,197,903,veg_c (above ground biomass),13,12,1,73,12,21
ago,197,903,veg_c (below ground biomass),11,11,1,63,11,18
ago,197,904,soil_c (0-30 cms),24,20,10,150,20,40
ago,197,904,veg_c (above ground biomass),14,12,1,71,12,20
ago,197,904,veg_c (below ground biomass),13,11,1,64,11,18
ago,197,905,soil_c (0-30 cms),24,20,10,150,20,40
ago,197,905,veg_c (above ground biomass),14,13,1,77,13,22
ago,197,905,veg_c (below ground biomass),11,10,1,59,10,17
ago,197,907,soil_c (0-30 cms),20,20,10,150,20,40
ago,197,907,veg_c (above ground biomass),16,14,1,84,14,24
ago,197,907,veg_c (below ground biomass),10,9,1,52,9,15
ago,197,1001,soil_c (0-30 cms),48,40,10,130,40,50
ago,197,1001,veg_c (above ground biomass),16,12,2,82,12,33
ago,197,1001,veg_c (below ground biomass),12,9,1,61,9,24
ago,197,1002,soil_c (0-30 cms),43,40,10,130,40,50
ago,197,1002,veg_c (above ground biomass),21,14,2,92,14,36
ago,197,1002,veg_c (below ground biomass),12,8,1,52,8,20
ago,197,1201,soil_c (0-30 cms),20,20,10,40,20,20
ago,197,1201,veg_c (above ground biomass),8,5,1,39,5,9
ago,197,1201,veg_c (below ground biomass),10,7,1,51,7,12
ago,197,1202,soil_c (0-30 cms),19,20,10,40,20,20
ago,197,1202,veg_c (above ground biomass),7,6,1,43,6,10
ago,197,1202,veg_c (below ground biomass),8,7,1,48,7,11
alb,54,501,soil_c (0-30 cms),175,170,130,240,160,190
alb,54,501,veg_c (above ground biomass),59,62,5,136,62,82
alb,54,501,veg_c (below ground biomass),20,21,2,46,21,28
alb,54,502,soil_c (0-30 cms),175,170,130,240,160,190
alb,54,502,veg_c (above ground biomass),59,62,5,136,62,82
alb,54,502,veg_c (below ground biomass),20,21,2,46,21,28
alb,54,1001,soil_c (0-30 cms),168,170,130,200,160,180
alb,54,1001,veg_c (above ground biomass),23,54,2,89,54,59
alb,54,1001,veg_c (below ground biomass),13,31,1,50,31,34
alb,54,1002,soil_c (0-30 cms),168,170,130,200,160,180
alb,54,1002,veg_c (above ground biomass),33,58,2,95,58,64
alb,54,1002,veg_c (below ground biomass),15,27,1,43,27,29
alb,54,1003,soil_c (0-30 cms),165,170,130,200,160,180
alb,54,1003,veg_c (above ground biomass),60,64,2,104,64,70
alb,54,1003,veg_c (below ground biomass),20,21,1,35,21,23
alb,54,1006,soil_c (0-30 cms),165,170,130,200,160,180
alb,54,1006,veg_c (above ground biomass),58,63,2,104,63,70
alb,54,1006,veg_c (below ground biomass),20,22,1,35,22,24
alb,54,1007,soil_c (0-30 cms),170,170,130,200,160,180
alb,54,1007,veg_c (above ground biomass),9,40,1,66,40,44
alb,54,1007,veg_c (below ground biomass),11,45,2,73,45,49
alb,55,401,soil_c (0-30 cms),136,130,80,250,110,150
alb,55,401,veg_c (above ground biomass),37,37,1,139,37,65
alb,55,401,veg_c (below ground biomass),13,13,0,50,13,23
alb,55,402,soil_c (0-30 cms),130,130,80,250,110,150
alb,55,402,veg_c (above ground biomass),35,37,1,139,37,65
alb,55,402,veg_c (below ground biomass),13,13,0,50,13,23
alb,55,403,soil_c (0-30 cms),145,130,80,250,110,150
alb,55,403,veg_c (above ground biomass),30,35,1,131,35,61
alb,55,403,veg_c (below ground biomass),13,15,0,58,15,27
alb,55,404,soil_c (0-30 cms),147,130,80,250,110,150
alb,55,404,veg_c (above ground biomass),22,34,1,126,34,59
alb,55,404,veg_c (below ground biomass),11,17,0,63,17,29
alb,55,405,soil_c (0-30 cms),130,130,80,250,110,150
alb,55,405,veg_c (above ground biomass),42,37,1,140,37,65
alb,55,405,veg_c (below ground biomass),15,13,0,49,13,23
alb,55,406,soil_c (0-30 cms),165,130,80,250,110,150
alb,55,406,veg_c (above ground biomass),9,25,0,94,25,44
alb,55,406,veg_c (below ground biomass),9,25,0,96,25,45
alb,55,407,soil_c (0-30 cms),130,130,80,250,110,150
alb,55,407,veg_c (above ground biomass),52,38,1,144,38,67
alb,55,407,veg_c (below ground biomass),16,12,0,45,12,21
alb,55,501,soil_c (0-30 cms),130,120,60,270,90,150
alb,55,501,veg_c (above ground biomass),32,28,1,133,28,55
alb,55,501,veg_c (below ground biomass),13,12,1,55,12,23
alb,55,502,soil_c (0-30 cms),119,120,60,270,90,150
alb,55,502,veg_c (above ground biomass),29,28,1,133,28,55
alb,55,502,veg_c (below ground biomass),12,12,1,56,12,23
alb,55,503,soil_c (0-30 cms),134,120,60,270,90,150
alb,55,503,veg_c (above ground biomass),32,28,1,134,28,55
alb,55,503,veg_c (below ground biomass),13,12,1,55,12,23
alb,55,504,soil_c (0-30 cms),137,120,60,270,90,150
alb,55,504,veg_c (above ground biomass),41,29,1,138,29,57
alb,55,504,veg_c (below ground biomass),15,11,0,51,11,21
alb,55,505,soil_c (0-30 cms),128,120,60,270,90,150
alb,55,505,veg_c (above ground biomass),25,27,1,129,27,53
alb,55,505,veg_c (below ground biomass),12,13,1,60,13,25
alb,55,506,soil_c (0-30 cms),145,120,60,270,90,150
alb,55,506,veg_c (above ground biomass),40,29,1,137,29,56
alb,55,506,veg_c (below ground biomass),15,11,0,52,11,21
alb,55,507,soil_c (0-30 cms),129,120,60,270,90,150
alb,55,507,veg_c (above ground biomass),32,28,1,133,28,55
alb,55,507,veg_c (below ground biomass),13,12,1,55,12,23
alb,55,701,soil_c (0-30 cms),96,100,70,110,80,100
alb,55,701,veg_c (above ground biomass),7,5,2,42,5,9
alb,55,701,veg_c (below ground biomass),7,5,2,42,5,9
alb,55,702,soil_c (0-30 cms),91,100,70,110,80,100
alb,55,702,veg_c (above ground biomass),7,5,2,41,5,9
alb,55,702,veg_c (below ground biomass),7,5,2,42,5,9
alb,55,705,soil_c (0-30 cms),102,100,70,110,80,100
alb,55,705,veg_c (above ground biomass),7,5,2,42,5,9
alb,55,705,veg_c (below ground biomass),7,4,2,41,4,9
alb,55,901,soil_c (0-30 cms),99,80,60,140,70,100
alb,55,901,veg_c (above ground biomass),7,4,2,30,4,6
alb,55,901,veg_c (below ground biomass),5,3,1,22,3,4
alb,55,902,soil_c (0-30 cms),85,80,60,140,70,100
alb,55,902,veg_c (above ground biomass),3,3,1,22,3,4
alb,55,902,veg_c (below ground biomass),4,4,2,31,4,6
alb,55,903,soil_c (0-30 cms),78,80,60,140,70,100
alb,55,903,veg_c (above ground biomass),2,2,1,16,2,3
alb,55,903,veg_c (below ground biomass),5,5,2,37,5,7
alb,55,904,soil_c (0-30 cms),70,80,60,140,70,100
alb,55,904,veg_c (above ground biomass),2,2,1,19,2,4
alb,55,904,veg_c (below ground biomass),4,4,2,33,4,6
alb,55,905,soil_c (0-30 cms),95,80,60,140,70,100
alb,55,905,veg_c (above ground biomass),10,4,2,34,4,6
alb,55,905,veg_c (below ground biomass),6,2,1,19,2,4
alb,55,906,soil_c (0-30 cms),98,80,60,140,70,100
alb,55,906,veg_c (above ground biomass),14,4,2,35,4,7
alb,55,906,veg_c (below ground biomass),7,2,1,18,2,3
alb,55,907,soil_c (0-30 cms),95,80,60,140,70,100
alb,55,907,veg_c (above ground biomass),8,4,2,32,4,6
alb,55,907,veg_c (below ground biomass),5,3,1,20,3,4
alb,55,1001,soil_c (0-30 cms),118,90,50,270,70,130
alb,55,1001,veg_c (above ground biomass),14,4,1,115,4,17
alb,55,1001,veg_c (below ground biomass),9,3,1,70,3,11
alb,55,1002,soil_c (0-30 cms),100,90,50,270,70,130
alb,55,1002,veg_c (above ground biomass),12,4,1,112,4,17
alb,55,1002,veg_c (below ground biomass),8,3,1,73,3,11
alb,55,1003,soil_c (0-30 cms),106,90,50,270,70,130
alb,55,1003,veg_c (above ground biomass),13,4,1,115,4,17
alb,55,1003,veg_c (below ground biomass),8,3,1,70,3,11
alb,55,1004,soil_c (0-30 cms),85,90,50,270,70,130
alb,55,1004,veg_c (above ground biomass),6,3,1,89,3,13
alb,55,1004,veg_c (below ground biomass),6,3,1,96,3,14
alb,55,1005,soil_c (0-30 cms),110,90,50,270,70,130
alb,55,1005,veg_c (above ground biomass),14,4,1,119,4,18
alb,55,1005,veg_c (below ground biomass),8,2,0,66,2,10
alb,55,1006,soil_c (0-30 cms),132,90,50,270,70,130
alb,55,1006,veg_c (above ground biomass),16,4,1,119,4,18
alb,55,1006,veg_c (below ground biomass),9,2,0,66,2,10
alb,55,1007,soil_c (0-30 cms),132,90,50,270,70,130
alb,55,1007,veg_c (above ground biomass),20,4,1,124,4,19
alb,55,1007,veg_c (below ground biomass),10,2,0,61,2,9
alb,55,1101,soil_c (0-30 cms),103,100,60,180,80,130
alb,55,1101,veg_c (above ground biomass),15,9,1,80,9,31
alb,55,1101,veg_c (below ground biomass),15,10,1,84,10,33
alb,55,1102,soil_c (0-30 cms),102,100,60,180,80,130
alb,55,1102,veg_c (above ground biomass),16,9,1,81,9,31
alb,55,1102,veg_c (below ground biomass),16,10,1,84,10,32
alb,55,1103,soil_c (0-30 cms),97,100,60,180,80,130
alb,55,1103,veg_c (above ground biomass),15,9,1,76,9,29
alb,55,1103,veg_c (below ground biomass),17,10,1,88,10,34
alb,55,1104,soil_c (0-30 cms),91,100,60,180,80,130
alb,55,1104,veg_c (above ground biomass),12,8,1,66,8,26
alb,55,1104,veg_c (below ground biomass),17,11,1,98,11,38
alb,55,1105,soil_c (0-30 cms),100,100,60,180,80,130
alb,55,1105,veg_c (above ground biomass),14,9,1,75,9,29
alb,55,1105,veg_c (below ground biomass),16,10,1,90,10,35
alb,55,1106,soil_c (0-30 cms),99,100,60,180,80,130
alb,55,1106,veg_c (above ground biomass),15,9,1,76,9,30
alb,55,1106,veg_c (below ground biomass),18,10,1,88,10,34
alb,55,1107,soil_c (0-30 cms),101,100,60,180,80,130
alb,55,1107,veg_c (above ground biomass),14,9,1,76,9,30
alb,55,1107,veg_c (below ground biomass),17,10,1,88,10,34
and,73,401,soil_c (0-30 cms),128,140,80,210,120,160
and,73,401,veg_c (above ground biomass),69,71,4,165,71,101
and,73,401,veg_c (below ground biomass),21,22,1,50,22,31
and,73,402,soil_c (0-30 cms),132,140,80,210,120,160
and,73,402,veg_c (above ground biomass),63,71,3,163,71,100
and,73,402,veg_c (below ground biomass),20,22,1,52,22,32
and,73,405,soil_c (0-30 cms),132,140,80,210,120,160
and,73,405,veg_c (above ground biomass),63,71,3,163,71,100
and,73,405,veg_c (below ground biomass),20,22,1,52,22,32
and,73,407,soil_c (0-30 cms),130,140,80,210,120,160
and,73,407,veg_c (above ground biomass),65,71,4,164,71,100
and,73,407,veg_c (below ground biomass),20,22,1,51,22,31
and,73,1001,soil_c (0-30 cms),140,140,90,230,120,170
and,73,1001,veg_c (above ground biomass),6,3,1,35,3,15
and,73,1001,veg_c (below ground biomass),7,4,1,40,4,17
and,73,1002,soil_c (0-30 cms),142,140,90,230,120,170
and,73,1002,veg_c (above ground biomass),7,3,1,36,3,15
and,73,1002,veg_c (below ground biomass),7,4,1,39,4,17
and,73,1005,soil_c (0-30 cms),138,140,90,230,120,170
and,73,1005,veg_c (above ground biomass),5,3,1,34,3,14
and,73,1005,veg_c (below ground biomass),7,4,1,41,4,17
and,73,1007,soil_c (0-30 cms),139,140,90,230,120,170
and,73,1007,veg_c (above ground biomass),6,3,1,35,3,15
and,73,1007,veg_c (below ground biomass),7,4,1,40,4,17
are,94,1201,soil_c (0-30 cms),13,10,10,40,10,20
are,94,1201,veg_c (above ground biomass),1,1,0,3,1,1
are,94,1201,veg_c (below ground biomass),2,2,1,8,2,2
are,94,1202,soil_c (0-30 cms),13,10,10,40,10,20
are,94,1202,veg_c (above ground biomass),1,1,0,3,1,1
are,94,1202,veg_c (below ground biomass),2,2,1,8,2,2
are,94,1401,soil_c (0-30 cms),10,10,10,110,10,10
are,94,1401,veg_c (below ground biomass),1,1,0,7,1,1
are,94,1402,soil_c (0-30 cms),11,10,10,110,10,10
are,94,1402,veg_c (below ground biomass),1,1,0,7,1,1
are,94,1405,soil_c (0-30 cms),14,10,10,110,10,10
are,94,1405,veg_c (below ground biomass),1,1,0,7,1,1
are,94,1407,soil_c (0-30 cms),15,10,10,110,10,10
are,94,1407,veg_c (below ground biomass),1,1,0,7,1,1
arg,169,201,soil_c (0-30 cms),145,160,70,280,130,180
arg,169,201,veg_c (above ground biomass),31,32,0,233,32,87
arg,169,201,veg_c (below ground biomass),16,17,0,121,17,45
arg,169,202,soil_c (0-30 cms),159,160,70,280,130,180
arg,169,202,veg_c (above ground biomass),43,33,0,242,33,90
arg,169,202,veg_c (below ground biomass),20,15,0,112,15,42
arg,169,203,soil_c (0-30 cms),174,160,70,280,130,180
arg,169,203,veg_c (above ground biomass),57,33,0,239,33,89
arg,169,203,veg_c (below ground biomass),27,16,0,115,16,43
arg,169,204,soil_c (0-30 cms),165,160,70,280,130,180
arg,169,204,veg_c (above ground biomass),57,32,0,236,32,88
arg,169,204,veg_c (below ground biomass),28,16,0,118,16,44
arg,169,205,soil_c (0-30 cms),157,160,70,280,130,180
arg,169,205,veg_c (above ground biomass),48,33,0,239,33,89
arg,169,205,veg_c (below ground biomass),23,16,0,115,16,43
arg,169,206,soil_c (0-30 cms),170,160,70,280,130,180
arg,169,206,veg_c (above ground biomass),48,33,0,237,33,88
arg,169,206,veg_c (below ground biomass),24,16,0,117,16,43
arg,169,207,soil_c (0-30 cms),158,160,70,280,130,180
arg,169,207,veg_c (above ground biomass),48,32,0,236,32,88
arg,169,207,veg_c (below ground biomass),24,16,0,118,16,44
arg,169,701,soil_c (0-30 cms),182,160,110,280,140,190
arg,169,701,veg_c (above ground biomass),64,48,0,178,48,90
arg,169,701,veg_c (below ground biomass),28,21,0,78,21,39
arg,169,702,soil_c (0-30 cms),156,160,110,280,140,190
arg,169,702,veg_c (above ground biomass),44,45,0,167,45,84
arg,169,702,veg_c (below ground biomass),24,24,0,89,24,45
arg,169,703,soil_c (0-30 cms),160,160,110,280,140,190
arg,169,703,veg_c (above ground biomass),35,51,0,188,51,95
arg,169,703,veg_c (below ground biomass),13,18,0,67,18,34
arg,169,704,soil_c (0-30 cms),151,160,110,280,140,190
arg,169,704,veg_c (above ground biomass),43,52,0,194,52,98
arg,169,704,veg_c (below ground biomass),14,17,0,62,17,31
arg,169,705,soil_c (0-30 cms),155,160,110,280,140,190
arg,169,705,veg_c (above ground biomass),35,46,0,170,46,85
arg,169,705,veg_c (below ground biomass),18,23,0,86,23,43
arg,169,706,soil_c (0-30 cms),171,160,110,280,140,190
arg,169,706,veg_c (above ground biomass),45,53,0,196,53,99
arg,169,706,veg_c (below ground biomass),14,16,0,60,16,30
arg,169,707,soil_c (0-30 cms),165,160,110,280,140,190
arg,169,707,veg_c (above ground biomass),43,48,0,177,48,89
arg,169,707,veg_c (below ground biomass),19,21,0,78,21,39
arg,169,901,soil_c (0-30 cms),163,160,120,220,150,190
arg,169,901,veg_c (above ground biomass),59,36,1,186,36,110
arg,169,901,veg_c (below ground biomass),22,13,0,69,13,41
arg,169,902,soil_c (0-30 cms),167,160,120,220,150,190
arg,169,902,veg_c (above ground biomass),51,35,1,181,35,107
arg,169,902,veg_c (below ground biomass),21,14,0,74,14,43
arg,169,903,soil_c (0-30 cms),170,160,120,220,150,190
arg,169,903,veg_c (above ground biomass),37,34,1,178,34,105
arg,169,903,veg_c (below ground biomass),16,15,1,78,15,46
arg,169,904,soil_c (0-30 cms),140,160,120,220,150,190
arg,169,904,veg_c (above ground biomass),48,35,1,185,35,109
arg,169,904,veg_c (below ground biomass),18,13,0,70,13,41
arg,169,905,soil_c (0-30 cms),165,160,120,220,150,190
arg,169,905,veg_c (above ground biomass),71,36,1,189,36,111
arg,169,905,veg_c (below ground biomass),25,13,0,66,13,39
arg,169,906,soil_c (0-30 cms),169,160,120,220,150,190
arg,169,906,veg_c (above ground biomass),40,34,1,176,34,103
arg,169,906,veg_c (below ground biomass),18,15,1,80,15,47
arg,169,907,soil_c (0-30 cms),166,160,120,220,150,190
arg,169,907,veg_c (above ground biomass),73,36,1,188,36,111
arg,169,907,veg_c (below ground biomass),26,13,0,67,13,40
arg,169,1001,soil_c (0-30 cms),132,150,40,450,110,200
arg,169,1001,veg_c (above ground biomass),11,4,0,167,4,18
arg,169,1001,veg_c (below ground biomass),7,3,0,108,3,12
arg,169,1002,soil_c (0-30 cms),176,150,40,450,110,200
arg,169,1002,veg_c (above ground biomass),20,5,0,178,5,20
arg,169,1002,veg_c (below ground biomass),11,3,0,96,3,11
arg,169,1003,soil_c (0-30 cms),178,150,40,450,110,200
arg,169,1003,veg_c (above ground biomass),45,5,0,188,5,21
arg,169,1003,veg_c (below ground biomass),21,2,0,86,2,9
arg,169,1004,soil_c (0-30 cms),156,150,40,450,110,200
arg,169,1004,veg_c (above ground biomass),61,5,0,182,5,20
arg,169,1004,veg_c (below ground biomass),31,2,0,92,2,10
arg,169,1005,soil_c (0-30 cms),174,150,40,450,110,200
arg,169,1005,veg_c (above ground biomass),30,5,0,185,5,20
arg,169,1005,veg_c (below ground biomass),15,2,0,90,2,10
arg,169,1006,soil_c (0-30 cms),169,150,40,450,110,200
arg,169,1006,veg_c (above ground biomass),37,5,0,192,5,21
arg,169,1006,veg_c (below ground biomass),16,2,0,83,2,9
arg,169,1007,soil_c (0-30 cms),166,150,40,450,110,200
arg,169,1007,veg_c (above ground biomass),22,5,0,190,5,21
arg,169,1007,veg_c (below ground biomass),10,2,0,85,2,9
arg,169,1201,soil_c (0-30 cms),139,140,110,150,110,150
arg,169,1201,veg_c (above ground biomass),23,21,3,54,21,40
arg,169,1201,veg_c (below ground biomass),12,10,2,27,10,20
arg,169,1202,soil_c (0-30 cms),130,140,110,150,110,150
arg,169,1202,veg_c (above ground biomass),20,21,3,55,21,40
arg,169,1202,veg_c (below ground biomass),10,10,2,27,10,19
arg,169,1205,soil_c (0-30 cms),144,140,110,150,110,150
arg,169,1205,veg_c (above ground biomass),25,21,3,54,21,39
arg,169,1205,veg_c (below ground biomass),13,11,2,28,11,20
arg,169,1207,soil_c (0-30 cms),144,140,110,150,110,150
arg,169,1207,veg_c (above ground biomass),25,21,3,54,21,39
arg,169,1207,veg_c (below ground biomass),13,11,2,28,11,20
arg,169,1301,soil_c (0-30 cms),211,260,80,380,210,310
arg,169,1301,veg_c (above ground biomass),31,0,0,160,4,79
arg,169,1301,veg_c (below ground biomass),10,0,0,54,2,27
arg,169,1302,soil_c (0-30 cms),262,260,80,380,210,310
arg,169,1302,veg_c (above ground biomass),32,0,0,145,4,72
arg,169,1302,veg_c (below ground biomass),15,0,0,68,2,34
arg,169,1303,soil_c (0-30 cms),220,260,80,380,210,310
arg,169,1303,veg_c (above ground biomass),20,0,0,160,4,79
arg,169,1303,veg_c (below ground biomass),7,0,0,54,2,27
arg,169,1305,soil_c (0-30 cms),287,260,80,380,210,310
arg,169,1305,veg_c (above ground biomass),61,0,0,149,4,74
arg,169,1305,veg_c (below ground biomass),26,0,0,64,2,32
arg,169,1306,soil_c (0-30 cms),217,260,80,380,210,310
arg,169,1306,veg_c (above ground biomass),21,0,0,162,5,80
arg,169,1306,veg_c (below ground biomass),7,0,0,52,1,26
arg,169,1307,soil_c (0-30 cms),242,260,80,380,210,310
arg,169,1307,veg_c (above ground biomass),44,0,0,160,4,79
arg,169,1307,veg_c (below ground biomass),15,0,0,54,2,27
arg,169,1401,soil_c (0-30 cms),115,160,30,290,100,190
arg,169,1401,veg_c (above ground biomass),4,1,1,195,1,9
arg,169,1401,veg_c (below ground biomass),1,0,0,70,0,3
arg,169,1402,soil_c (0-30 cms),159,160,30,290,100,190
arg,169,1402,veg_c (above ground biomass),16,1,1,226,1,10
arg,169,1402,veg_c (below ground biomass),3,0,0,39,0,2
arg,169,1403,soil_c (0-30 cms),182,160,30,290,100,190
arg,169,1403,veg_c (above ground biomass),29,1,1,233,1,10
arg,169,1403,veg_c (below ground biomass),4,0,0,31,0,1
arg,169,1404,soil_c (0-30 cms),181,160,30,290,100,190
arg,169,1404,veg_c (above ground biomass),30,1,1,231,1,10
arg,169,1404,veg_c (below ground biomass),4,0,0,34,0,2
arg,169,1405,soil_c (0-30 cms),181,160,30,290,100,190
arg,169,1405,veg_c (above ground biomass),16,1,1,221,1,10
arg,169,1405,veg_c (below ground biomass),3,0,0,44,0,2
arg,169,1406,soil_c (0-30 cms),161,160,30,290,100,190
arg,169,1406,veg_c (above ground biomass),18,1,1,233,1,10
arg,169,1406,veg_c (below ground biomass),2,0,0,32,0,1
arg,169,1407,soil_c (0-30 cms),176,160,30,290,100,190
arg,169,1407,veg_c (above ground biomass),16,1,1,224,1,10
arg,169,1407,veg_c (below ground biomass),3,0,0,41,0,2
arg,169,1501,soil_c (0-30 cms),55,180,110,260,120,210
arg,169,1501,veg_c (above ground biomass),11,38,0,168,38,109
arg,169,1501,veg_c (below ground biomass),5,17,0,73,17,47
arg,169,1502,soil_c (0-30 cms),127,180,110,260,120,210
arg,169,1502,veg_c (above ground biomass),15,36,0,157,36,102
arg,169,1502,veg_c (below ground biomass),8,19,0,84,19,54
arg,169,1503,soil_c (0-30 cms),18,180,110,260,120,210
arg,169,1503,veg_c (above ground biomass),7,37,0,162,37,105
arg,169,1503,veg_c (below ground biomass),3,18,0,78,18,51
arg,169,1505,soil_c (0-30 cms),75,180,110,260,120,210
arg,169,1505,veg_c (above ground biomass),28,37,0,163,37,105
arg,169,1505,veg_c (below ground biomass),13,18,0,78,18,51
arg,169,1506,soil_c (0-30 cms),6,180,110,260,120,210
arg,169,1506,veg_c (above ground biomass),2,37,0,163,37,105
arg,169,1506,veg_c (below ground biomass),1,18,0,78,18,51
arg,169,1507,soil_c (0-30 cms),54,180,110,260,120,210
arg,169,1507,veg_c (above ground biomass),19,37,0,163,37,106
arg,169,1507,veg_c (below ground biomass),9,18,0,78,18,50
arg,200,1001,soil_c (0-30 cms),30,30,10,110,20,40
arg,200,1001,veg_c (below ground biomass),2,1,0,9,1,3
arg,200,1002,soil_c (0-30 cms),39,30,10,110,20,40
arg,200,1002,veg_c (above ground biomass),1,0,0,2,0,1
arg,200,1002,veg_c (below ground biomass),3,1,0,9,1,3
arg,200,1005,soil_c (0-30 cms),39,30,10,110,20,40
arg,200,1005,veg_c (below ground biomass),2,1,0,9,1,3
arg,200,1007,soil_c (0-30 cms),20,30,10,110,20,40
arg,200,1007,veg_c (below ground biomass),1,1,0,9,1,3
arg,200,1301,soil_c (0-30 cms),16,30,20,100,30,40
arg,200,1301,veg_c (below ground biomass),1,0,0,7,1,2
arg,200,1302,soil_c (0-30 cms),36,30,20,100,30,40
arg,200,1302,veg_c (above ground biomass),1,0,0,2,0,0
