# File: Ref_veg_carbon_Mg_per_ha.csv
# Title: Reference veg and soil C density for HYDE land cells
# Units: Mg/ha
# Author: moirai
# Description: ref veg soil and veg carbon density (Mg/ha) for hyde land cells in country X glu X land type
# Original source: soil c for sage pot veg; veg c for sage pot veg; reference veg; country raster; new glu raster; hyde land area
# Source: https://github.com/JGCRI/moirai
# Column types: ciicnnnnnn
# ----------
iso,glu_code,land_type,c_type,weighted_average,median_value,min_value,max_value,q1_value,q3_value
isr,95,1212,veg_c (below ground biomass),2,0,0,11,0,0
isr,95,1215,soil_c (0-30 cms),1,35,24,76,27,39
isr,95,1215,veg_c (below ground biomass),1,0,0,10,0,0
isr,95,1217,soil_c (0-30 cms),11,35,24,76,27,39
isr,95,1217,veg_c (below ground biomass),2,0,0,11,0,0
isr,95,1411,soil_c (0-30 cms),17,20,18,140,18,39
isr,95,1411,veg_c (below ground biomass),1,0,0,2,0,0
isr,95,1412,soil_c (0-30 cms),15,20,18,140,18,39
isr,95,1412,veg_c (below ground biomass),1,0,0,2,0,0
isr,95,1415,soil_c (0-30 cms),1,20,18,140,18,39
isr,95,1415,veg_c (below ground biomass),1,0,0,2,0,0
isr,95,1417,soil_c (0-30 cms),14,20,18,140,18,39
isr,95,1417,veg_c (below ground biomass),1,0,0,2,0,0
isr,98,1411,veg_c (below ground biomass),1,0,0,0,0,0
isr,98,1412,veg_c (below ground biomass),1,0,0,0,0,0
isr,98,1415,veg_c (below ground biomass),1,0,0,0,0,0
isr,98,1417,veg_c (below ground biomass),1,0,0,0,0,0
ita,50,11,soil_c (0-30 cms),83,79,64,185,71,102
ita,50,11,veg_c (above ground biomass),1,0,0,8,0,0
ita,50,12,soil_c (0-30 cms),80,79,64,185,71,102
ita,50,15,soil_c (0-30 cms),55,79,64,185,71,102
ita,50,15,veg_c (above ground biomass),1,0,0,8,0,0
ita,50,17,soil_c (0-30 cms),17,79,64,185,71,102
ita,50,17,veg_c (above ground biomass),2,0,0,8,0,0
ita,50,411,soil_c (0-30 cms),94,87,64,220,78,147
ita,50,411,veg_c (above ground biomass),1,0,0,2,0,0
ita,50,411,veg_c (below ground biomass),6,1,0,16,1,2
ita,50,412,soil_c (0-30 cms),97,87,64,220,78,147
ita,50,412,veg_c (above ground biomass),1,0,0,2,0,0
ita,50,412,veg_c (below ground biomass),7,1,0,16,1,2
ita,50,413,soil_c (0-30 cms),88,87,64,220,78,147
ita,50,413,veg_c (above ground biomass),1,0,0,1,0,0
ita,50,413,veg_c (below ground biomass),12,1,0,17,1,2
ita,50,415,soil_c (0-30 cms),96,87,64,220,78,147
ita,50,415,veg_c (above ground biomass),1,0,0,2,0,0
ita,50,415,veg_c (below ground biomass),5,1,0,16,1,2
ita,50,416,soil_c (0-30 cms),87,87,64,220,78,147
ita,50,416,veg_c (above ground biomass),1,0,0,1,0,0
ita,50,416,veg_c (below ground biomass),12,1,0,17,1,2
ita,50,417,soil_c (0-30 cms),112,87,64,220,78,147
ita,50,417,veg_c (above ground biomass),1,0,0,3,0,0
ita,50,417,veg_c (below ground biomass),6,1,0,15,1,1
ita,50,511,soil_c (0-30 cms),99,102,55,258,77,130
ita,50,511,veg_c (above ground biomass),1,0,0,2,0,0
ita,50,511,veg_c (below ground biomass),11,2,0,21,2,5
ita,50,512,soil_c (0-30 cms),98,102,55,258,77,130
ita,50,512,veg_c (above ground biomass),1,0,0,2,0,0
ita,50,512,veg_c (below ground biomass),12,2,0,21,2,5
ita,50,513,soil_c (0-30 cms),106,102,55,258,77,130
ita,50,513,veg_c (above ground biomass),1,0,0,2,0,0
ita,50,513,veg_c (below ground biomass),16,2,0,21,2,4
ita,50,514,soil_c (0-30 cms),80,102,55,258,77,130
ita,50,514,veg_c (above ground biomass),1,0,0,1,0,0
ita,50,514,veg_c (below ground biomass),16,2,0,21,2,5
ita,50,515,soil_c (0-30 cms),96,102,55,258,77,130
ita,50,515,veg_c (above ground biomass),1,0,0,2,0,0
ita,50,515,veg_c (below ground biomass),15,2,0,21,2,5
ita,50,516,soil_c (0-30 cms),116,102,55,258,77,130
ita,50,516,veg_c (above ground biomass),2,0,0,2,0,0
ita,50,516,veg_c (below ground biomass),15,2,0,20,2,4
ita,50,517,soil_c (0-30 cms),102,102,55,258,77,130
ita,50,517,veg_c (above ground biomass),1,0,0,2,0,0
ita,50,517,veg_c (below ground biomass),13,2,0,21,2,5
ita,50,611,soil_c (0-30 cms),121,143,74,249,95,188
ita,50,611,veg_c (above ground biomass),2,0,0,2,0,1
ita,50,611,veg_c (below ground biomass),14,2,0,12,2,4
ita,50,612,soil_c (0-30 cms),108,143,74,249,95,188
ita,50,612,veg_c (above ground biomass),2,0,0,2,0,1
ita,50,612,veg_c (below ground biomass),11,2,0,12,2,4
ita,50,613,soil_c (0-30 cms),131,143,74,249,95,188
ita,50,613,veg_c (above ground biomass),2,0,0,2,0,1
ita,50,613,veg_c (below ground biomass),11,2,0,13,2,4
ita,50,615,soil_c (0-30 cms),165,143,74,249,95,188
ita,50,615,veg_c (above ground biomass),3,0,0,2,0,1
ita,50,615,veg_c (below ground biomass),18,2,0,12,2,4
ita,50,616,soil_c (0-30 cms),146,143,74,249,95,188
ita,50,616,veg_c (above ground biomass),2,0,0,2,0,1
ita,50,616,veg_c (below ground biomass),12,2,0,13,2,4
ita,50,617,soil_c (0-30 cms),157,143,74,249,95,188
ita,50,617,veg_c (above ground biomass),3,0,0,2,0,1
ita,50,617,veg_c (below ground biomass),17,2,0,12,2,4
ita,50,711,soil_c (0-30 cms),88,80,52,253,70,99
ita,50,711,veg_c (above ground biomass),1,0,0,1,0,0
ita,50,711,veg_c (below ground biomass),10,2,0,16,2,3
ita,50,712,soil_c (0-30 cms),85,80,52,253,70,99
ita,50,712,veg_c (above ground biomass),1,0,0,1,0,0
ita,50,712,veg_c (below ground biomass),8,2,0,16,2,3
ita,50,713,soil_c (0-30 cms),76,80,52,253,70,99
ita,50,713,veg_c (above ground biomass),1,0,0,1,0,0
ita,50,713,veg_c (below ground biomass),14,2,0,16,2,3
ita,50,714,soil_c (0-30 cms),75,80,52,253,70,99
ita,50,714,veg_c (above ground biomass),1,0,0,1,0,0
ita,50,714,veg_c (below ground biomass),17,2,0,16,2,3
ita,50,715,soil_c (0-30 cms),101,80,52,253,70,99
ita,50,715,veg_c (above ground biomass),1,0,0,1,0,0
ita,50,715,veg_c (below ground biomass),10,2,0,15,2,3
ita,50,716,soil_c (0-30 cms),75,80,52,253,70,99
ita,50,716,veg_c (above ground biomass),1,0,0,1,0,0
ita,50,716,veg_c (below ground biomass),17,2,0,16,2,3
ita,50,717,soil_c (0-30 cms),101,80,52,253,70,99
ita,50,717,veg_c (above ground biomass),1,0,0,1,0,0
ita,50,717,veg_c (below ground biomass),10,2,0,16,2,3
ita,50,811,soil_c (0-30 cms),97,71,53,185,67,95
ita,50,812,soil_c (0-30 cms),90,71,53,185,67,95
ita,50,813,soil_c (0-30 cms),59,71,53,185,67,95
ita,50,813,veg_c (above ground biomass),1,0,0,7,0,1
ita,50,814,soil_c (0-30 cms),58,71,53,185,67,95
ita,50,814,veg_c (above ground biomass),1,0,0,7,0,1
ita,50,815,soil_c (0-30 cms),83,71,53,185,67,95
ita,50,815,veg_c (above ground biomass),1,0,0,7,0,1
ita,50,817,soil_c (0-30 cms),83,71,53,185,67,95
ita,50,817,veg_c (above ground biomass),1,0,0,7,0,1
ita,50,911,soil_c (0-30 cms),74,76,50,133,62,76
ita,50,911,veg_c (below ground biomass),4,1,1,6,1,1
ita,50,912,soil_c (0-30 cms),70,76,50,133,62,76
ita,50,912,veg_c (below ground biomass),4,1,1,6,1,1
ita,50,915,soil_c (0-30 cms),70,76,50,133,62,76
ita,50,915,veg_c (below ground biomass),2,1,1,6,1,1
ita,50,917,soil_c (0-30 cms),71,76,50,133,62,76
ita,50,917,veg_c (below ground biomass),6,1,1,6,1,1
ita,50,1011,soil_c (0-30 cms),95,79,45,253,70,125
ita,50,1011,veg_c (above ground biomass),1,0,0,2,0,0
ita,50,1011,veg_c (below ground biomass),6,1,0,17,1,3
ita,50,1012,soil_c (0-30 cms),94,79,45,253,70,125
ita,50,1012,veg_c (above ground biomass),1,0,0,2,0,0
ita,50,1012,veg_c (below ground biomass),7,1,0,17,1,3
ita,50,1013,soil_c (0-30 cms),75,79,45,253,70,125
ita,50,1013,veg_c (above ground biomass),1,0,0,1,0,0
ita,50,1013,veg_c (below ground biomass),8,1,0,18,1,3
ita,50,1014,soil_c (0-30 cms),67,79,45,253,70,125
ita,50,1014,veg_c (below ground biomass),8,1,0,19,1,3
ita,50,1015,soil_c (0-30 cms),86,79,45,253,70,125
ita,50,1015,veg_c (above ground biomass),1,0,0,1,0,0
ita,50,1015,veg_c (below ground biomass),10,1,0,18,1,3
ita,50,1016,soil_c (0-30 cms),120,79,45,253,70,125
ita,50,1016,veg_c (above ground biomass),2,0,0,2,0,0
ita,50,1016,veg_c (below ground biomass),11,1,0,17,1,3
ita,50,1017,soil_c (0-30 cms),97,79,45,253,70,125
ita,50,1017,veg_c (above ground biomass),1,0,0,2,0,0
ita,50,1017,veg_c (below ground biomass),7,1,0,18,1,3
ita,50,1111,soil_c (0-30 cms),80,74,46,253,66,90
ita,50,1111,veg_c (above ground biomass),1,0,0,1,0,0
ita,50,1111,veg_c (below ground biomass),10,2,0,14,2,6
ita,50,1112,soil_c (0-30 cms),78,74,46,253,66,90
ita,50,1112,veg_c (above ground biomass),1,0,0,1,0,1
ita,50,1112,veg_c (below ground biomass),13,2,0,14,2,6
ita,50,1113,soil_c (0-30 cms),69,74,46,253,66,90
ita,50,1113,veg_c (below ground biomass),7,2,0,14,2,6
ita,50,1114,soil_c (0-30 cms),70,74,46,253,66,90
ita,50,1114,veg_c (above ground biomass),1,0,0,1,0,1
ita,50,1114,veg_c (below ground biomass),6,2,0,13,2,6
ita,50,1115,soil_c (0-30 cms),69,74,46,253,66,90
ita,50,1115,veg_c (above ground biomass),1,0,0,1,0,0
ita,50,1115,veg_c (below ground biomass),11,2,0,14,2,6
ita,50,1116,soil_c (0-30 cms),80,74,46,253,66,90
ita,50,1116,veg_c (above ground biomass),1,0,0,1,0,0
ita,50,1116,veg_c (below ground biomass),11,2,0,14,2,6
ita,50,1117,soil_c (0-30 cms),74,74,46,253,66,90
ita,50,1117,veg_c (below ground biomass),8,2,0,14,2,6
ita,54,511,soil_c (0-30 cms),177,178,146,202,173,183
ita,54,511,veg_c (above ground biomass),3,1,0,2,1,1
ita,54,511,veg_c (below ground biomass),14,3,0,9,3,6
ita,54,512,soil_c (0-30 cms),177,178,146,202,173,183
ita,54,512,veg_c (above ground biomass),3,1,0,2,1,1
ita,54,512,veg_c (below ground biomass),14,3,0,9,3,6
ita,54,611,soil_c (0-30 cms),138,153,109,220,126,168
ita,54,611,veg_c (above ground biomass),4,1,0,2,1,2
ita,54,611,veg_c (below ground biomass),20,3,0,8,3,7
ita,54,612,soil_c (0-30 cms),145,153,109,220,126,168
ita,54,612,veg_c (above ground biomass),4,1,0,2,1,2
ita,54,612,veg_c (below ground biomass),19,3,0,8,3,7
ita,54,613,soil_c (0-30 cms),26,153,109,220,126,168
ita,54,613,veg_c (above ground biomass),3,0,0,1,0,1
ita,54,613,veg_c (below ground biomass),21,4,1,9,4,8
ita,54,615,soil_c (0-30 cms),145,153,109,220,126,168
ita,54,615,veg_c (above ground biomass),4,1,0,1,1,1
ita,54,615,veg_c (below ground biomass),22,4,1,9,4,8
ita,54,616,soil_c (0-30 cms),33,153,109,220,126,168
ita,54,616,veg_c (above ground biomass),3,0,0,1,0,1
ita,54,616,veg_c (below ground biomass),21,4,1,9,4,8
ita,54,617,soil_c (0-30 cms),144,153,109,220,126,168
ita,54,617,veg_c (above ground biomass),4,1,0,1,1,1
ita,54,617,veg_c (below ground biomass),23,3,1,9,3,8
ita,54,711,soil_c (0-30 cms),120,119,103,140,113,125
ita,54,711,veg_c (above ground biomass),4,1,0,2,1,1
ita,54,711,veg_c (below ground biomass),16,4,0,9,4,5
ita,54,712,soil_c (0-30 cms),120,119,103,140,113,125
ita,54,712,veg_c (above ground biomass),4,1,0,2,1,1
ita,54,712,veg_c (below ground biomass),16,4,0,9,4,5
ita,54,715,soil_c (0-30 cms),120,119,103,140,113,125
ita,54,715,veg_c (above ground biomass),4,1,0,2,1,1
ita,54,715,veg_c (below ground biomass),16,4,0,9,4,5
ita,54,716,soil_c (0-30 cms),120,119,103,140,113,125
ita,54,716,veg_c (above ground biomass),4,1,0,2,1,1
ita,54,716,veg_c (below ground biomass),16,4,0,9,4,5
ita,54,717,soil_c (0-30 cms),120,119,103,140,113,125
ita,54,717,veg_c (above ground biomass),4,1,0,2,1,1
ita,54,717,veg_c (below ground biomass),16,4,0,9,4,5
ita,54,1011,soil_c (0-30 cms),148,146,126,178,141,157
ita,54,1011,veg_c (above ground biomass),2,0,0,1,0,1
ita,54,1011,veg_c (below ground biomass),22,2,1,9,2,5
ita,54,1012,soil_c (0-30 cms),148,146,126,178,141,157
ita,54,1012,veg_c (above ground biomass),2,0,0,1,0,1
ita,54,1012,veg_c (below ground biomass),22,2,1,9,2,5
ita,54,1016,soil_c (0-30 cms),148,146,126,178,141,157
ita,54,1016,veg_c (above ground biomass),2,0,0,1,0,1
ita,54,1016,veg_c (below ground biomass),22,2,1,9,2,5
ita,54,1511,soil_c (0-30 cms),154,162,118,203,150,137
ita,54,1511,veg_c (above ground biomass),2,2,2,2,2,2
ita,54,1512,soil_c (0-30 cms),154,162,118,203,150,137
ita,54,1512,veg_c (above ground biomass),2,2,2,2,2,2
ita,54,1517,soil_c (0-30 cms),154,162,118,203,150,137
ita,54,1517,veg_c (above ground biomass),2,2,2,2,2,2
ita,55,411,soil_c (0-30 cms),167,97,157,108,163,104
ita,55,411,veg_c (above ground biomass),3,1,0,2,1,1
ita,55,411,veg_c (below ground biomass),18,4,1,12,4,6
ita,55,412,soil_c (0-30 cms),167,97,157,108,163,104
ita,55,412,veg_c (above ground biomass),3,1,0,2,1,1
ita,55,412,veg_c (below ground biomass),18,4,1,12,4,6
ita,55,415,soil_c (0-30 cms),167,97,157,108,163,104
ita,55,415,veg_c (above ground biomass),3,1,0,2,1,1
ita,55,415,veg_c (below ground biomass),18,4,1,12,4,6
ita,55,417,soil_c (0-30 cms),167,97,157,108,163,104
ita,55,417,veg_c (above ground biomass),3,1,0,2,1,1
ita,55,417,veg_c (below ground biomass),18,4,1,12,4,6
ita,55,511,soil_c (0-30 cms),98,105,73,238,83,152
ita,55,511,veg_c (above ground biomass),1,0,0,1,0,0
ita,55,511,veg_c (below ground biomass),13,2,0,15,2,4
ita,55,512,soil_c (0-30 cms),96,105,73,238,83,152
ita,55,512,veg_c (above ground biomass),1,0,0,1,0,0
ita,55,512,veg_c (below ground biomass),12,2,0,15,2,4
ita,55,515,soil_c (0-30 cms),117,105,73,238,83,152
ita,55,515,veg_c (above ground biomass),1,0,0,1,0,0
ita,55,515,veg_c (below ground biomass),11,2,0,14,2,4
ita,55,517,soil_c (0-30 cms),135,105,73,238,83,152
ita,55,517,veg_c (above ground biomass),1,0,0,1,0,0
ita,55,517,veg_c (below ground biomass),13,2,0,14,2,4
ita,55,611,soil_c (0-30 cms),84,84,79,92,82,85
ita,55,611,veg_c (above ground biomass),1,0,0,1,0,0
ita,55,611,veg_c (below ground biomass),6,1,1,8,1,1
ita,55,612,soil_c (0-30 cms),84,84,79,92,82,85
ita,55,612,veg_c (above ground biomass),1,0,0,1,0,0
ita,55,612,veg_c (below ground biomass),6,1,1,8,1,1
ita,55,711,soil_c (0-30 cms),79,80,73,85,77,81
ita,55,711,veg_c (below ground biomass),5,1,1,3,1,1
ita,55,712,soil_c (0-30 cms),79,80,73,85,77,81
ita,55,712,veg_c (below ground biomass),5,1,1,3,1,1
ita,55,715,soil_c (0-30 cms),79,80,73,85,77,81
ita,55,715,veg_c (below ground biomass),5,1,1,3,1,1
ita,55,1011,soil_c (0-30 cms),113,112,71,161,93,152
ita,55,1011,veg_c (above ground biomass),1,0,0,1,0,0
ita,55,1011,veg_c (below ground biomass),10,1,1,11,1,3
ita,55,1012,soil_c (0-30 cms),111,112,71,161,93,152
ita,55,1012,veg_c (above ground biomass),1,0,0,1,0,0
ita,55,1012,veg_c (below ground biomass),10,1,1,11,1,3
ita,55,1015,soil_c (0-30 cms),141,112,71,161,93,152
ita,55,1015,veg_c (above ground biomass),1,0,0,1,0,0
ita,55,1015,veg_c (below ground biomass),8,1,1,11,1,3
ita,55,1017,soil_c (0-30 cms),129,112,71,161,93,152
ita,55,1017,veg_c (above ground biomass),1,0,0,1,0,0
ita,55,1017,veg_c (below ground biomass),10,1,1,10,1,3
ita,57,311,soil_c (0-30 cms),149,147,106,237,131,163
ita,57,311,veg_c (above ground biomass),7,2,2,3,2,2
ita,57,311,veg_c (below ground biomass),24,8,6,9,8,8
ita,57,312,soil_c (0-30 cms),149,147,106,237,131,163
ita,57,312,veg_c (above ground biomass),7,2,2,3,2,2
ita,57,312,veg_c (below ground biomass),24,8,6,9,8,8
ita,57,316,soil_c (0-30 cms),149,147,106,237,131,163
ita,57,316,veg_c (above ground biomass),7,2,2,3,2,2
ita,57,316,veg_c (below ground biomass),24,8,6,9,8,8
ita,57,411,soil_c (0-30 cms),98,106,62,271,76,151
ita,57,411,veg_c (above ground biomass),1,0,0,2,0,0
ita,57,411,veg_c (below ground biomass),7,1,1,18,1,2
ita,57,412,soil_c (0-30 cms),92,106,62,271,76,151
ita,57,412,veg_c (above ground biomass),1,0,0,2,0,0
ita,57,412,veg_c (below ground biomass),6,1,1,18,1,2
ita,57,413,soil_c (0-30 cms),143,106,62,271,76,151
ita,57,413,veg_c (above ground biomass),3,0,0,2,0,0
ita,57,413,veg_c (below ground biomass),20,1,1,18,1,2
ita,57,415,soil_c (0-30 cms),85,106,62,271,76,151
ita,57,415,veg_c (above ground biomass),1,0,0,2,0,0
ita,57,415,veg_c (below ground biomass),9,1,1,19,1,2
ita,57,416,soil_c (0-30 cms),147,106,62,271,76,151
ita,57,416,veg_c (above ground biomass),4,0,0,3,0,0
ita,57,416,veg_c (below ground biomass),21,1,1,17,1,2
ita,57,417,soil_c (0-30 cms),84,106,62,271,76,151
ita,57,417,veg_c (above ground biomass),1,0,0,3,0,0
ita,57,417,veg_c (below ground biomass),7,1,1,17,1,2
ita,57,511,soil_c (0-30 cms),108,108,60,280,83,158
ita,57,511,veg_c (above ground biomass),1,0,0,2,0,0
ita,57,511,veg_c (below ground biomass),11,2,0,18,2,4
ita,57,512,soil_c (0-30 cms),101,108,60,280,83,158
ita,57,512,veg_c (above ground biomass),1,0,0,1,0,0
ita,57,512,veg_c (below ground biomass),10,2,0,19,2,4
ita,57,513,soil_c (0-30 cms),104,108,60,280,83,158
ita,57,513,veg_c (above ground biomass),1,0,0,2,0,0
ita,57,513,veg_c (below ground biomass),11,2,0,18,2,4
ita,57,515,soil_c (0-30 cms),97,108,60,280,83,158
ita,57,515,veg_c (above ground biomass),1,0,0,1,0,0
ita,57,515,veg_c (below ground biomass),12,2,0,19,2,4
ita,57,516,soil_c (0-30 cms),132,108,60,280,83,158
ita,57,516,veg_c (above ground biomass),2,0,0,2,0,0
ita,57,516,veg_c (below ground biomass),15,2,0,18,2,4
ita,57,517,soil_c (0-30 cms),107,108,60,280,83,158
ita,57,517,veg_c (above ground biomass),1,0,0,2,0,0
ita,57,517,veg_c (below ground biomass),12,2,0,18,2,4
ita,57,611,soil_c (0-30 cms),129,141,61,249,108,168
ita,57,611,veg_c (above ground biomass),2,0,0,2,0,1
ita,57,611,veg_c (below ground biomass),14,2,0,13,2,6
ita,57,612,soil_c (0-30 cms),144,141,61,249,108,168
ita,57,612,veg_c (above ground biomass),1,0,0,2,0,1
ita,57,612,veg_c (below ground biomass),8,2,0,13,2,6
ita,57,613,soil_c (0-30 cms),110,141,61,249,108,168
ita,57,613,veg_c (above ground biomass),2,0,0,2,0,1
ita,57,613,veg_c (below ground biomass),18,2,0,14,2,6
ita,57,615,soil_c (0-30 cms),129,141,61,249,108,168
ita,57,615,veg_c (above ground biomass),2,0,0,2,0,1
ita,57,615,veg_c (below ground biomass),15,2,0,13,2,6
ita,57,616,soil_c (0-30 cms),124,141,61,249,108,168
ita,57,616,veg_c (above ground biomass),3,0,0,3,0,1
ita,57,616,veg_c (below ground biomass),14,2,0,13,2,6
ita,57,617,soil_c (0-30 cms),137,141,61,249,108,168
ita,57,617,veg_c (above ground biomass),3,0,0,2,0,1
ita,57,617,veg_c (below ground biomass),18,2,0,13,2,6
ita,57,711,soil_c (0-30 cms),116,123,59,262,97,156
ita,57,711,veg_c (above ground biomass),4,1,0,5,1,2
ita,57,711,veg_c (below ground biomass),14,4,0,17,4,7
ita,57,712,soil_c (0-30 cms),93,123,59,262,97,156
ita,57,712,veg_c (above ground biomass),1,1,0,3,1,1
ita,57,712,veg_c (below ground biomass),9,5,1,20,5,8
ita,57,713,soil_c (0-30 cms),152,123,59,262,97,156
ita,57,713,veg_c (above ground biomass),6,1,0,5,1,2
ita,57,713,veg_c (below ground biomass),19,4,0,17,4,7
ita,57,715,soil_c (0-30 cms),109,123,59,262,97,156
ita,57,715,veg_c (above ground biomass),2,1,0,2,1,1
ita,57,715,veg_c (below ground biomass),18,5,1,20,5,8
ita,57,716,soil_c (0-30 cms),140,123,59,262,97,156
ita,57,716,veg_c (above ground biomass),6,1,0,6,1,2
ita,57,716,veg_c (below ground biomass),19,4,0,17,4,7
ita,57,717,soil_c (0-30 cms),124,123,59,262,97,156
ita,57,717,veg_c (above ground biomass),5,1,0,5,1,2
ita,57,717,veg_c (below ground biomass),16,4,0,17,4,7
ita,57,1011,soil_c (0-30 cms),105,116,52,342,86,163
ita,57,1011,veg_c (above ground biomass),1,0,0,3,0,1
ita,57,1011,veg_c (below ground biomass),8,2,1,19,2,4
ita,57,1012,soil_c (0-30 cms),89,116,52,342,86,163
ita,57,1012,veg_c (above ground biomass),1,0,0,2,0,0
ita,57,1012,veg_c (below ground biomass),7,2,1,19,2,5
ita,57,1013,soil_c (0-30 cms),125,116,52,342,86,163
ita,57,1013,veg_c (above ground biomass),2,0,0,3,0,1
ita,57,1013,veg_c (below ground biomass),14,2,1,19,2,4
ita,57,1015,soil_c (0-30 cms),91,116,52,342,86,163
ita,57,1015,veg_c (above ground biomass),1,0,0,2,0,0
ita,57,1015,veg_c (below ground biomass),10,2,1,20,2,5
ita,57,1016,soil_c (0-30 cms),128,116,52,342,86,163
ita,57,1016,veg_c (above ground biomass),3,1,0,5,1,1
ita,57,1016,veg_c (below ground biomass),9,2,1,17,2,4
ita,57,1017,soil_c (0-30 cms),119,116,52,342,86,163
ita,57,1017,veg_c (above ground biomass),2,0,0,4,0,1
ita,57,1017,veg_c (below ground biomass),9,2,1,18,2,4
ita,57,1311,soil_c (0-30 cms),144,155,76,301,135,174
ita,57,1311,veg_c (above ground biomass),4,0,0,3,0,1
ita,57,1311,veg_c (below ground biomass),12,1,0,12,1,3
ita,57,1312,soil_c (0-30 cms),140,155,76,301,135,174
ita,57,1312,veg_c (above ground biomass),4,0,0,4,0,1
ita,57,1312,veg_c (below ground biomass),11,1,0,12,1,3
ita,57,1313,soil_c (0-30 cms),162,155,76,301,135,174
ita,57,1313,veg_c (above ground biomass),3,1,0,13,1,4
ita,57,1315,soil_c (0-30 cms),161,155,76,301,135,174
ita,57,1315,veg_c (above ground biomass),4,0,0,6,0,2
ita,57,1315,veg_c (below ground biomass),7,1,0,9,1,2
ita,57,1316,soil_c (0-30 cms),159,155,76,301,135,174
ita,57,1316,veg_c (above ground biomass),3,1,0,12,1,3
ita,57,1316,veg_c (below ground biomass),1,0,0,3,0,1
ita,57,1317,soil_c (0-30 cms),162,155,76,301,135,174
ita,57,1317,veg_c (above ground biomass),5,1,0,8,1,2
ita,57,1317,veg_c (below ground biomass),4,0,0,7,0,2
ita,57,1511,soil_c (0-30 cms),173,174,126,242,161,185
ita,57,1511,veg_c (above ground biomass),1,1,0,8,1,4
ita,57,1511,veg_c (below ground biomass),1,1,0,9,1,4
ita,57,1512,soil_c (0-30 cms),173,174,126,242,161,185
ita,57,1512,veg_c (above ground biomass),1,1,0,7,1,3
ita,57,1512,veg_c (below ground biomass),2,1,0,9,1,4
ita,57,1515,soil_c (0-30 cms),174,174,126,242,161,185
ita,57,1515,veg_c (above ground biomass),3,1,0,6,1,3
ita,57,1515,veg_c (below ground biomass),5,1,0,10,1,5
ita,57,1517,soil_c (0-30 cms),174,174,126,242,161,185
ita,59,11,soil_c (0-30 cms),108,111,71,211,87,128
ita,59,12,soil_c (0-30 cms),99,111,71,211,87,128
ita,59,13,soil_c (0-30 cms),98,111,71,211,87,128
ita,59,13,veg_c (above ground biomass),1,0,0,7,0,0
ita,59,15,soil_c (0-30 cms),100,111,71,211,87,128
ita,59,17,soil_c (0-30 cms),91,111,71,211,87,128
ita,59,311,soil_c (0-30 cms),103,92,53,193,70,117
ita,59,311,veg_c (below ground biomass),6,1,1,12,1,1
ita,59,312,soil_c (0-30 cms),90,92,53,193,70,117
ita,59,312,veg_c (below ground biomass),6,1,1,12,1,1
ita,59,313,soil_c (0-30 cms),95,92,53,193,70,117
ita,59,313,veg_c (above ground biomass),1,0,0,1,0,0
ita,59,313,veg_c (below ground biomass),14,1,1,12,1,1
ita,59,314,soil_c (0-30 cms),87,92,53,193,70,117
ita,59,314,veg_c (above ground biomass),1,0,0,1,0,0
ita,59,314,veg_c (below ground biomass),13,1,1,12,1,1
ita,59,315,soil_c (0-30 cms),100,92,53,193,70,117
ita,59,315,veg_c (below ground biomass),7,1,1,12,1,1
ita,59,316,soil_c (0-30 cms),84,92,53,193,70,117
ita,59,316,veg_c (above ground biomass),1,0,0,1,0,0
ita,59,316,veg_c (below ground biomass),16,1,1,12,1,1
ita,59,317,soil_c (0-30 cms),88,92,53,193,70,117
ita,59,317,veg_c (below ground biomass),5,1,1,12,1,1
ita,59,511,soil_c (0-30 cms),129,128,54,258,98,170
ita,59,511,veg_c (above ground biomass),1,0,0,1,0,0
ita,59,511,veg_c (below ground biomass),15,3,1,16,3,4
ita,59,512,soil_c (0-30 cms),120,128,54,258,98,170
ita,59,512,veg_c (above ground biomass),1,0,0,1,0,0
ita,59,512,veg_c (below ground biomass),17,3,1,16,3,4
ita,59,513,soil_c (0-30 cms),102,128,54,258,98,170
ita,59,513,veg_c (above ground biomass),2,0,0,2,0,0
ita,59,513,veg_c (below ground biomass),16,3,1,16,3,4
ita,59,514,soil_c (0-30 cms),116,128,54,258,98,170
ita,59,514,veg_c (above ground biomass),1,0,0,1,0,0
ita,59,514,veg_c (below ground biomass),16,3,1,16,3,4
ita,59,515,soil_c (0-30 cms),115,128,54,258,98,170
ita,59,515,veg_c (above ground biomass),2,0,0,2,0,0
ita,59,515,veg_c (below ground biomass),14,3,1,16,3,4
ita,59,516,soil_c (0-30 cms),100,128,54,258,98,170
ita,59,516,veg_c (above ground biomass),2,0,0,2,0,0
ita,59,516,veg_c (below ground biomass),17,3,1,16,3,4
ita,59,517,soil_c (0-30 cms),142,128,54,258,98,170
ita,59,517,veg_c (above ground biomass),1,0,0,1,0,0
ita,59,517,veg_c (below ground biomass),18,3,1,16,3,4
ita,59,711,soil_c (0-30 cms),101,101,58,237,81,138
ita,59,711,veg_c (above ground biomass),1,0,0,2,0,0
ita,59,711,veg_c (below ground biomass),6,1,0,13,1,3
ita,59,712,soil_c (0-30 cms),97,101,58,237,81,138
ita,59,712,veg_c (above ground biomass),1,0,0,2,0,0
ita,59,712,veg_c (below ground biomass),11,1,0,13,1,3
ita,59,713,soil_c (0-30 cms),98,101,58,237,81,138
ita,59,713,veg_c (above ground biomass),1,0,0,2,0,0
